series,timestamp,value,label
A,2020-01-27T08:24:00.000Z,0.33691665530204773,
B,2020-01-27T08:24:00.000Z,94.80416870117188,
C,2020-01-27T08:24:00.000Z,94.74077606201172,
D,2020-01-27T08:24:00.000Z,90.97900390625,
E,2020-01-27T08:24:00.000Z,91.73979187011719,
A,2020-01-27T08:24:10.000Z,0.33691665530204773,
B,2020-01-27T08:24:10.000Z,94.80416870117188,
C,2020-01-27T08:24:10.000Z,94.74077606201172,
D,2020-01-27T08:24:10.000Z,90.97900390625,
E,2020-01-27T08:24:10.000Z,91.73979187011719,
A,2020-01-27T08:24:20.000Z,0.33691665530204773,
B,2020-01-27T08:24:20.000Z,94.80416870117188,
C,2020-01-27T08:24:20.000Z,94.74077606201172,
D,2020-01-27T08:24:20.000Z,90.97900390625,
E,2020-01-27T08:24:20.000Z,91.73979187011719,
A,2020-01-27T09:39:30.000Z,1108.3358154296875,
B,2020-01-27T09:39:30.000Z,94.61394500732422,
C,2020-01-27T09:39:30.000Z,95.33248901367188,
D,2020-01-27T09:39:30.000Z,93.55728149414062,
E,2020-01-27T09:39:30.000Z,92.5428695678711,
A,2020-01-27T09:39:40.000Z,1108.3358154296875,
B,2020-01-27T09:39:40.000Z,94.61394500732422,
C,2020-01-27T09:39:40.000Z,95.33248901367188,
D,2020-01-27T09:39:40.000Z,93.55728149414062,
E,2020-01-27T09:39:40.000Z,92.5428695678711,
A,2020-01-27T09:39:50.000Z,1108.3358154296875,
B,2020-01-27T09:39:50.000Z,94.61394500732422,
C,2020-01-27T09:39:50.000Z,95.33248901367188,
D,2020-01-27T09:39:50.000Z,93.55728149414062,
E,2020-01-27T09:39:50.000Z,92.5428695678711,
A,2020-01-27T09:40:00.000Z,3026.72900390625,
B,2020-01-27T09:40:00.000Z,94.17017364501953,
C,2020-01-27T09:40:00.000Z,95.43817138671875,
D,2020-01-27T09:40:00.000Z,93.78975677490234,
E,2020-01-27T09:40:00.000Z,92.69084167480469,
A,2020-01-27T09:40:10.000Z,3026.72900390625,
B,2020-01-27T09:40:10.000Z,94.17017364501953,
C,2020-01-27T09:40:10.000Z,95.43817138671875,
D,2020-01-27T09:40:10.000Z,93.78975677490234,
E,2020-01-27T09:40:10.000Z,92.69084167480469,
A,2020-01-27T09:40:20.000Z,3026.72900390625,
B,2020-01-27T09:40:20.000Z,94.17017364501953,
C,2020-01-27T09:40:20.000Z,95.43817138671875,
D,2020-01-27T09:40:20.000Z,93.78975677490234,
E,2020-01-27T09:40:20.000Z,92.69084167480469,
A,2020-01-27T09:40:30.000Z,3146.095703125,
B,2020-01-27T09:40:30.000Z,93.91654968261719,
C,2020-01-27T09:40:30.000Z,98.20667266845703,
D,2020-01-27T09:40:30.000Z,94.95214080810547,
E,2020-01-27T09:40:30.000Z,93.36709594726562,
A,2020-01-27T09:40:40.000Z,3146.095703125,
B,2020-01-27T09:40:40.000Z,93.91654968261719,
C,2020-01-27T09:40:40.000Z,98.20667266845703,
D,2020-01-27T09:40:40.000Z,94.95214080810547,
E,2020-01-27T09:40:40.000Z,93.36709594726562,
A,2020-01-27T09:40:50.000Z,3146.095703125,
B,2020-01-27T09:40:50.000Z,93.91654968261719,
C,2020-01-27T09:40:50.000Z,98.20667266845703,
D,2020-01-27T09:40:50.000Z,94.95214080810547,
E,2020-01-27T09:40:50.000Z,93.36709594726562,
A,2020-01-27T09:41:00.000Z,2978.414306640625,
B,2020-01-27T09:41:00.000Z,93.91654968261719,
C,2020-01-27T09:41:00.000Z,100.99948120117188,
D,2020-01-27T09:41:00.000Z,96.64276885986328,
E,2020-01-27T09:41:00.000Z,94.93096160888672,
A,2020-01-27T09:41:10.000Z,2978.414306640625,
B,2020-01-27T09:41:10.000Z,93.91654968261719,
C,2020-01-27T09:41:10.000Z,100.99948120117188,
D,2020-01-27T09:41:10.000Z,96.64276885986328,
E,2020-01-27T09:41:10.000Z,94.93096160888672,
A,2020-01-27T09:41:20.000Z,2978.414306640625,
B,2020-01-27T09:41:20.000Z,93.91654968261719,
C,2020-01-27T09:41:20.000Z,100.99948120117188,
D,2020-01-27T09:41:20.000Z,96.64276885986328,
E,2020-01-27T09:41:20.000Z,94.93096160888672,
A,2020-01-27T09:41:30.000Z,2929.693115234375,
B,2020-01-27T09:41:30.000Z,94.04335021972656,
C,2020-01-27T09:41:30.000Z,103.0135269165039,
D,2020-01-27T09:41:30.000Z,98.35460662841797,
E,2020-01-27T09:41:30.000Z,96.51600646972656,
A,2020-01-27T09:41:40.000Z,2929.693115234375,
B,2020-01-27T09:41:40.000Z,94.04335021972656,
C,2020-01-27T09:41:40.000Z,103.0135269165039,
D,2020-01-27T09:41:40.000Z,98.35460662841797,
