series,timestamp,value,label
A,2020-10-20T07:21:00.000Z,0.33691665530204773,
B,2020-10-20T07:21:00.000Z,93.09233093261719,
C,2020-10-20T07:21:00.000Z,92.50061798095703,
D,2020-10-20T07:21:00.000Z,87.70991516113281,
E,2020-10-20T07:21:00.000Z,85.77120971679688,
A,2020-10-20T07:21:10.000Z,0.33691665530204773,
B,2020-10-20T07:21:10.000Z,93.09233093261719,
C,2020-10-20T07:21:10.000Z,92.50061798095703,
D,2020-10-20T07:21:10.000Z,87.70991516113281,
E,2020-10-20T07:21:10.000Z,85.77120971679688,
A,2020-10-20T07:21:20.000Z,0.33691665530204773,
B,2020-10-20T07:21:20.000Z,93.09233093261719,
C,2020-10-20T07:21:20.000Z,92.50061798095703,
D,2020-10-20T07:21:20.000Z,87.70991516113281,
E,2020-10-20T07:21:20.000Z,85.77120971679688,
A,2020-10-20T07:21:30.000Z,1.9615334272384644,
B,2020-10-20T07:21:30.000Z,93.19804382324219,
C,2020-10-20T07:21:30.000Z,92.62741088867188,
D,2020-10-20T07:21:30.000Z,87.94171905517578,
E,2020-10-20T07:21:30.000Z,86.0662612915039,
A,2020-10-20T07:21:40.000Z,1.9615334272384644,
B,2020-10-20T07:21:40.000Z,93.19804382324219,
C,2020-10-20T07:21:40.000Z,92.62741088867188,
D,2020-10-20T07:21:40.000Z,87.94171905517578,
E,2020-10-20T07:21:40.000Z,86.0662612915039,
A,2020-10-20T07:21:50.000Z,1.9615334272384644,
B,2020-10-20T07:21:50.000Z,93.19804382324219,
C,2020-10-20T07:21:50.000Z,92.62741088867188,
D,2020-10-20T07:21:50.000Z,87.94171905517578,
E,2020-10-20T07:21:50.000Z,86.0662612915039,
A,2020-10-20T07:22:00.000Z,3.1790099143981934,
B,2020-10-20T07:22:00.000Z,93.28255462646484,
C,2020-10-20T07:22:00.000Z,92.75420379638672,
D,2020-10-20T07:22:00.000Z,88.17352294921875,
E,2020-10-20T07:22:00.000Z,86.34019470214844,
A,2020-10-20T07:22:10.000Z,3.1790099143981934,
B,2020-10-20T07:22:10.000Z,93.28255462646484,
C,2020-10-20T07:22:10.000Z,92.75420379638672,
D,2020-10-20T07:22:10.000Z,88.17352294921875,
E,2020-10-20T07:22:10.000Z,86.34019470214844,
A,2020-10-20T07:22:20.000Z,3.1790099143981934,
B,2020-10-20T07:22:20.000Z,93.28255462646484,
C,2020-10-20T07:22:20.000Z,92.75420379638672,
D,2020-10-20T07:22:20.000Z,88.17352294921875,
E,2020-10-20T07:22:20.000Z,86.34019470214844,
A,2020-10-20T07:22:30.000Z,4.803626537322998,
B,2020-10-20T07:22:30.000Z,93.36709594726562,
C,2020-10-20T07:22:30.000Z,92.8176040649414,
D,2020-10-20T07:22:30.000Z,88.4052963256836,
E,2020-10-20T07:22:30.000Z,86.59304809570312,
