series,timestamp,value,label
A,2021-06-01T11:03:30.000Z,4438.4228515625,
B,2021-06-01T11:03:30.000Z,108.05928802490234,
C,2021-06-01T11:03:30.000Z,101.84749603271484,
D,2021-06-01T11:03:30.000Z,123.58927917480469,
E,2021-06-01T11:03:30.000Z,134.01116943359375,
A,2021-06-01T11:03:44.000Z,4438.4228515625,
B,2021-06-01T11:03:44.000Z,108.05928802490234,
C,2021-06-01T11:03:44.000Z,101.84749603271484,
D,2021-06-01T11:03:44.000Z,123.58927917480469,
E,2021-06-01T11:03:44.000Z,134.01116943359375,
A,2021-06-01T11:03:54.000Z,4438.4228515625,
B,2021-06-01T11:03:54.000Z,108.05928802490234,
C,2021-06-01T11:03:54.000Z,101.84749603271484,
D,2021-06-01T11:03:54.000Z,123.58927917480469,
E,2021-06-01T11:03:54.000Z,134.01116943359375,
A,2021-06-01T11:04:04.000Z,4145.6904296875,
B,2021-06-01T11:04:04.000Z,107.5716781616211,
C,2021-06-01T11:04:04.000Z,101.72029876708984,
D,2021-06-01T11:04:04.000Z,123.3546371459961,
E,2021-06-01T11:04:04.000Z,133.8400115966797,
A,2021-06-01T11:04:14.000Z,4145.6904296875,
B,2021-06-01T11:04:14.000Z,107.5716781616211,
C,2021-06-01T11:04:14.000Z,101.72029876708984,
D,2021-06-01T11:04:14.000Z,123.3546371459961,
E,2021-06-01T11:04:14.000Z,133.8400115966797,
A,2021-06-01T11:04:24.000Z,4145.6904296875,
B,2021-06-01T11:04:24.000Z,107.5716781616211,
C,2021-06-01T11:04:24.000Z,101.72029876708984,
D,2021-06-01T11:04:24.000Z,123.3546371459961,
E,2021-06-01T11:04:24.000Z,133.8400115966797,
A,2021-06-01T11:04:34.000Z,4034.443603515625,
B,2021-06-01T11:04:34.000Z,107.10528564453125,
C,2021-06-01T11:04:34.000Z,101.65666961669922,
D,2021-06-01T11:04:34.000Z,123.18395233154297,
E,2021-06-01T11:04:34.000Z,133.71156311035156,
A,2021-06-01T11:04:44.000Z,4034.443603515625,
B,2021-06-01T11:04:44.000Z,107.10528564453125,
C,2021-06-01T11:04:44.000Z,101.65666961669922,
D,2021-06-01T11:04:44.000Z,123.18395233154297,
E,2021-06-01T11:04:44.000Z,133.71156311035156,
A,2021-06-01T11:04:54.000Z,4034.443603515625,
B,2021-06-01T11:04:54.000Z,107.10528564453125,
C,2021-06-01T11:04:54.000Z,101.65666961669922,
D,2021-06-01T11:04:54.000Z,123.18395233154297,
E,2021-06-01T11:04:54.000Z,133.71156311035156,
A,2021-06-01T11:05:04.000Z,4211.0576171875,
B,2021-06-01T11:05:04.000Z,106.6600341796875,
C,2021-06-01T11:05:04.000Z,101.6142807006836,
D,2021-06-01T11:05:04.000Z,122.9493179321289,
E,2021-06-01T11:05:04.000Z,133.56182861328125,
A,2021-06-01T11:05:14.000Z,4211.0576171875,
B,2021-06-01T11:05:14.000Z,106.6600341796875,
C,2021-06-01T11:05:14.000Z,101.6142807006836,
D,2021-06-01T11:05:14.000Z,122.9493179321289,
E,2021-06-01T11:05:14.000Z,133.56182861328125,
A,2021-06-01T11:05:24.000Z,4211.0576171875,
B,2021-06-01T11:05:24.000Z,106.6600341796875,
C,2021-06-01T11:05:24.000Z,101.6142807006836,
D,2021-06-01T11:05:24.000Z,122.9493179321289,
E,2021-06-01T11:05:24.000Z,133.56182861328125,
A,2021-06-01T11:05:34.000Z,3724.252685546875,
B,2021-06-01T11:05:34.000Z,106.23600006103516,
C,2021-06-01T11:05:34.000Z,101.63549041748047,
D,2021-06-01T11:05:34.000Z,122.71467590332031,
E,2021-06-01T11:05:34.000Z,133.4333953857422,
A,2021-06-01T11:05:44.000Z,3724.252685546875,
B,2021-06-01T11:05:44.000Z,106.23600006103516,
C,2021-06-01T11:05:44.000Z,101.63549041748047,
D,2021-06-01T11:05:44.000Z,122.71467590332031,
E,2021-06-01T11:05:44.000Z,133.4333953857422,
A,2021-06-01T11:05:54.000Z,3724.252685546875,
B,2021-06-01T11:05:54.000Z,106.23600006103516,
C,2021-06-01T11:05:54.000Z,101.63549041748047,
D,2021-06-01T11:05:54.000Z,122.71467590332031,
E,2021-06-01T11:05:54.000Z,133.4333953857422,
A,2021-06-01T11:06:04.000Z,3808.70263671875,
B,2021-06-01T11:06:04.000Z,105.72718048095703,
C,2021-06-01T11:06:04.000Z,101.97472381591797,
D,2021-06-01T11:06:04.000Z,122.39474487304688,
E,2021-06-01T11:06:04.000Z,133.1338348388672,
A,2021-06-01T11:06:14.000Z,3808.70263671875,
B,2021-06-01T11:06:14.000Z,105.72718048095703,
C,2021-06-01T11:06:14.000Z,101.97472381591797,
D,2021-06-01T11:06:14.000Z,122.39474487304688,
E,2021-06-01T11:06:14.000Z,133.1338348388672,
A,2021-06-01T11:06:24.000Z,3808.70263671875,
B,2021-06-01T11:06:24.000Z,105.72718048095703,
C,2021-06-01T11:06:24.000Z,101.97472381591797,
D,2021-06-01T11:06:24.000Z,122.39474487304688,
E,2021-06-01T11:06:24.000Z,133.1338348388672,
A,2021-06-01T11:06:34.000Z,4302.00390625,
B,2021-06-01T11:06:34.000Z,105.15480041503906,
C,2021-06-01T11:06:34.000Z,101.97472381591797,
D,2021-06-01T11:06:34.000Z,122.16010284423828,
E,2021-06-01T11:06:34.000Z,132.7700958251953,
A,2021-06-01T11:06:44.000Z,4302.00390625,
B,2021-06-01T11:06:44.000Z,105.15480041503906,
C,2021-06-01T11:06:44.000Z,101.97472381591797,
D,2021-06-01T11:06:44.000Z,122.16010284423828,
