series,timestamp,value,label
A,2020-05-27T07:20:05.000Z,0.33691665530204773,
B,2020-05-27T07:20:05.000Z,78.67389678955078,
C,2020-05-27T07:20:05.000Z,137.49908447265625,
D,2020-05-27T07:20:05.000Z,138.37644958496094,
E,2020-05-27T07:20:05.000Z,103.05594635009766,
A,2020-05-27T07:20:15.000Z,0.33691665530204773,
B,2020-05-27T07:20:15.000Z,78.67389678955078,
C,2020-05-27T07:20:15.000Z,137.49908447265625,
D,2020-05-27T07:20:15.000Z,138.37644958496094,
E,2020-05-27T07:20:15.000Z,103.05594635009766,
A,2020-05-27T07:20:25.000Z,0.33691665530204773,
B,2020-05-27T07:20:25.000Z,78.67389678955078,
C,2020-05-27T07:20:25.000Z,137.49908447265625,
D,2020-05-27T07:20:25.000Z,138.37644958496094,
E,2020-05-27T07:20:25.000Z,103.05594635009766,
A,2020-05-27T07:20:35.000Z,0.33691665530204773,
B,2020-05-27T07:20:35.000Z,79.66122436523438,
C,2020-05-27T07:20:35.000Z,138.05543518066406,
D,2020-05-27T07:20:35.000Z,138.5048370361328,
E,2020-05-27T07:20:35.000Z,104.73076629638672,
A,2020-05-27T07:20:45.000Z,0.33691665530204773,
B,2020-05-27T07:20:45.000Z,79.66122436523438,
C,2020-05-27T07:20:45.000Z,138.05543518066406,
D,2020-05-27T07:20:45.000Z,138.5048370361328,
E,2020-05-27T07:20:45.000Z,104.73076629638672,
A,2020-05-27T07:20:55.000Z,0.33691665530204773,
B,2020-05-27T07:20:55.000Z,79.66122436523438,
C,2020-05-27T07:20:55.000Z,138.05543518066406,
D,2020-05-27T07:20:55.000Z,138.5048370361328,
E,2020-05-27T07:20:55.000Z,104.73076629638672,
A,2020-05-27T07:21:05.000Z,3.5853612422943115,
B,2020-05-27T07:21:05.000Z,80.56626892089844,
C,2020-05-27T07:21:05.000Z,138.59043884277344,
D,2020-05-27T07:21:05.000Z,138.84722900390625,
E,2020-05-27T07:21:05.000Z,106.40564727783203,
A,2020-05-27T07:21:15.000Z,3.5853612422943115,
B,2020-05-27T07:21:15.000Z,80.56626892089844,
C,2020-05-27T07:21:15.000Z,138.59043884277344,
D,2020-05-27T07:21:15.000Z,138.84722900390625,
E,2020-05-27T07:21:15.000Z,106.40564727783203,
A,2020-05-27T07:21:25.000Z,3.5853612422943115,
B,2020-05-27T07:21:25.000Z,80.56626892089844,
C,2020-05-27T07:21:25.000Z,138.59043884277344,
D,2020-05-27T07:21:25.000Z,138.84722900390625,
E,2020-05-27T07:21:25.000Z,106.40564727783203,
A,2020-05-27T07:21:35.000Z,3.5853612422943115,
B,2020-05-27T07:21:35.000Z,81.40919494628906,
C,2020-05-27T07:21:35.000Z,138.9969940185547,
D,2020-05-27T07:21:35.000Z,139.18959045410156,
E,2020-05-27T07:21:35.000Z,107.99565124511719,
A,2020-05-27T07:21:45.000Z,3.5853612422943115,
B,2020-05-27T07:21:45.000Z,81.40919494628906,
C,2020-05-27T07:21:45.000Z,138.9969940185547,
D,2020-05-27T07:21:45.000Z,139.18959045410156,
E,2020-05-27T07:21:45.000Z,107.99565124511719,
A,2020-05-27T07:21:55.000Z,3.5853612422943115,
B,2020-05-27T07:21:55.000Z,81.40919494628906,
C,2020-05-27T07:21:55.000Z,138.9969940185547,
D,2020-05-27T07:21:55.000Z,139.18959045410156,
E,2020-05-27T07:21:55.000Z,107.99565124511719,
A,2020-05-27T07:22:05.000Z,2.773447275161743,
B,2020-05-27T07:22:05.000Z,82.18887329101562,
C,2020-05-27T07:22:05.000Z,139.2537841796875,
D,2020-05-27T07:22:05.000Z,139.44639587402344,
E,2020-05-27T07:22:05.000Z,109.45853424072266,
A,2020-05-27T07:22:15.000Z,2.773447275161743,
B,2020-05-27T07:22:15.000Z,82.18887329101562,
C,2020-05-27T07:22:15.000Z,139.2537841796875,
D,2020-05-27T07:22:15.000Z,139.44639587402344,
E,2020-05-27T07:22:15.000Z,109.45853424072266,
A,2020-05-27T07:22:25.000Z,2.773447275161743,
B,2020-05-27T07:22:25.000Z,82.18887329101562,
C,2020-05-27T07:22:25.000Z,139.2537841796875,
D,2020-05-27T07:22:25.000Z,139.44639587402344,
E,2020-05-27T07:22:25.000Z,109.45853424072266,
A,2020-05-27T07:22:35.000Z,3.991712808609009,
B,2020-05-27T07:22:35.000Z,82.90534210205078,
C,2020-05-27T07:22:35.000Z,138.82579040527344,
D,2020-05-27T07:22:35.000Z,139.66033935546875,
E,2020-05-27T07:22:35.000Z,110.88178253173828,
A,2020-05-27T07:22:45.000Z,3.991712808609009,
B,2020-05-27T07:22:45.000Z,82.90534210205078,
C,2020-05-27T07:22:45.000Z,138.82579040527344,
D,2020-05-27T07:22:45.000Z,139.66033935546875,
E,2020-05-27T07:22:45.000Z,110.88178253173828,
A,2020-05-27T07:22:55.000Z,3.991712808609009,
