series,timestamp,value,label
A,2020-12-14T09:04:30.000Z,874.4746704101562,
B,2020-12-14T09:04:30.000Z,94.99439239501953,
C,2020-12-14T09:04:30.000Z,95.16343688964844,
D,2020-12-14T09:04:30.000Z,93.97998046875,
E,2020-12-14T09:04:30.000Z,92.14134979248047,
A,2020-12-14T09:04:40.000Z,874.4746704101562,
B,2020-12-14T09:04:40.000Z,94.99439239501953,
C,2020-12-14T09:04:40.000Z,95.16343688964844,
D,2020-12-14T09:04:40.000Z,93.97998046875,
E,2020-12-14T09:04:40.000Z,92.14134979248047,
A,2020-12-14T09:04:50.000Z,874.4746704101562,
B,2020-12-14T09:04:50.000Z,94.99439239501953,
C,2020-12-14T09:04:50.000Z,95.16343688964844,
D,2020-12-14T09:04:50.000Z,93.97998046875,
E,2020-12-14T09:04:50.000Z,92.14134979248047,
A,2020-12-14T09:05:00.000Z,3829.003173828125,
B,2020-12-14T09:05:00.000Z,94.5294418334961,
C,2020-12-14T09:05:00.000Z,95.10001373291016,
D,2020-12-14T09:05:00.000Z,94.40264892578125,
E,2020-12-14T09:05:00.000Z,92.39493560791016,
A,2020-12-14T09:05:10.000Z,3829.003173828125,
B,2020-12-14T09:05:10.000Z,94.5294418334961,
C,2020-12-14T09:05:10.000Z,95.10001373291016,
D,2020-12-14T09:05:10.000Z,94.40264892578125,
E,2020-12-14T09:05:10.000Z,92.39493560791016,
A,2020-12-14T09:05:20.000Z,3829.003173828125,
B,2020-12-14T09:05:20.000Z,94.5294418334961,
C,2020-12-14T09:05:20.000Z,95.10001373291016,
D,2020-12-14T09:05:20.000Z,94.40264892578125,
E,2020-12-14T09:05:20.000Z,92.39493560791016,
A,2020-12-14T09:05:30.000Z,4202.53125,
B,2020-12-14T09:05:30.000Z,94.44493103027344,
C,2020-12-14T09:05:30.000Z,97.69947052001953,
D,2020-12-14T09:05:30.000Z,95.43817138671875,
E,2020-12-14T09:05:30.000Z,93.05007934570312,
A,2020-12-14T09:05:40.000Z,4202.53125,
B,2020-12-14T09:05:40.000Z,94.44493103027344,
C,2020-12-14T09:05:40.000Z,97.69947052001953,
D,2020-12-14T09:05:40.000Z,95.43817138671875,
E,2020-12-14T09:05:40.000Z,93.05007934570312,
A,2020-12-14T09:05:50.000Z,4202.53125,
B,2020-12-14T09:05:50.000Z,94.44493103027344,
C,2020-12-14T09:05:50.000Z,97.69947052001953,
D,2020-12-14T09:05:50.000Z,95.43817138671875,
E,2020-12-14T09:05:50.000Z,93.05007934570312,
A,2020-12-14T09:06:00.000Z,4096.1572265625,
B,2020-12-14T09:06:00.000Z,94.5294418334961,
C,2020-12-14T09:06:00.000Z,100.36344146728516,
D,2020-12-14T09:06:00.000Z,96.8541030883789,
E,2020-12-14T09:06:00.000Z,93.93772888183594,
A,2020-12-14T09:06:10.000Z,4096.1572265625,
B,2020-12-14T09:06:10.000Z,94.5294418334961,
C,2020-12-14T09:06:10.000Z,100.36344146728516,
D,2020-12-14T09:06:10.000Z,96.8541030883789,
E,2020-12-14T09:06:10.000Z,93.93772888183594,
A,2020-12-14T09:06:20.000Z,4096.1572265625,
B,2020-12-14T09:06:20.000Z,94.5294418334961,
C,2020-12-14T09:06:20.000Z,100.36344146728516,
D,2020-12-14T09:06:20.000Z,96.8541030883789,
E,2020-12-14T09:06:20.000Z,93.93772888183594,
A,2020-12-14T09:06:30.000Z,4839.15380859375,
B,2020-12-14T09:06:30.000Z,94.55055236816406,
C,2020-12-14T09:06:30.000Z,102.22911071777344,
D,2020-12-14T09:06:30.000Z,98.29121398925781,
E,2020-12-14T09:06:30.000Z,94.90985107421875,
A,2020-12-14T09:06:40.000Z,4839.15380859375,
B,2020-12-14T09:06:40.000Z,94.55055236816406,
C,2020-12-14T09:06:40.000Z,102.22911071777344,
D,2020-12-14T09:06:40.000Z,98.29121398925781,
E,2020-12-14T09:06:40.000Z,94.90985107421875,
A,2020-12-14T09:06:50.000Z,4839.15380859375,
